2018-10-01	414	07:59:01
2018-10-01	408	08:04:43
2018-10-01	403	08:06:04
2018-10-01	394	08:13:57
2018-10-01	387	08:19:06
2018-10-01	379	08:24:55
2018-10-01	368	08:29:02
2018-10-01	354	08:35:01
2018-10-01	348	08:39:06
2018-10-01	340	08:44:17
2018-10-01	330	08:49:20
2018-10-01	323	08:54:22
2018-10-01	307	08:59:22
2018-10-01	300	09:04:46
2018-10-01	285	09:09:38
2018-10-01	274	09:14:32
2018-10-01	258	09:19:41
2018-10-01	244	09:24:52
2018-10-01	232	09:29:35
2018-10-01	218	09:34:56
2018-10-01	206	09:39:56
2018-10-01	196	09:44:54
2018-10-01	186	09:49:49
2018-10-01	171	09:54:56
2018-10-01	160	09:59:05
2018-10-01	150	10:04:08
2018-10-01	138	10:09:08
2018-10-01	132	10:14:19
2018-10-01	120	10:19:20
2018-10-01	112	10:24:18
2018-10-01	98	10:29:28
2018-10-01	93	10:34:21
2018-10-01	88	10:39:25
2018-10-01	78	10:44:27
2018-10-01	68	10:48:30
2018-10-01	60	10:54:31
2018-10-01	56	10:59:32
2018-10-01	51	11:04:43
2018-10-01	49	11:09:47
2018-10-01	47	11:14:48
2018-10-01	44	11:19:45
2018-10-01	44	11:24:52
2018-10-01	42	11:29:52
2018-10-01	44	11:34:55
2018-10-01	44	11:39:58
2018-10-01	40	11:44:02
2018-10-01	38	11:49:03
2018-10-01	35	11:54:16
2018-10-01	34	11:59:09
2018-10-01	34	12:04:13
2018-10-01	31	12:09:20
2018-10-01	30	12:14:34
2018-10-01	30	12:19:22
2018-10-01	28	12:24:32
2018-10-01	28	12:29:31
2018-10-01	24	12:34:35
2018-10-01	25	12:39:35
2018-10-01	24	12:44:42
2018-10-01	26	12:49:40
2018-10-01	26	12:54:50
2018-10-01	25	12:59:55
2018-10-01	21	13:04:59
2018-10-01	21	13:09:59
2018-10-01	19	13:14:58
2018-10-01	27	13:20:00
2018-10-01	25	13:24:05
2018-10-01	25	13:29:16
2018-10-01	26	13:34:09
2018-10-01	29	13:39:11
2018-10-01	27	13:44:19
2018-10-01	27	13:48:34
2018-10-01	26	13:54:26
2018-10-01	30	13:59:24
2018-10-01	30	14:04:28
2018-10-01	28	14:09:31
2018-10-01	31	14:14:38
2018-10-01	29	14:19:36
2018-10-01	34	14:24:40
2018-10-01	32	14:29:47
2018-10-01	39	14:34:55
2018-10-01	41	14:39:51
2018-10-01	41	14:44:58
2018-10-01	40	14:49:57
2018-10-01	37	14:54:59
2018-10-01	36	14:59:02
2018-10-01	38	15:04:06
2018-10-01	40	15:09:16
2018-10-01	43	15:14:14
2018-10-01	44	15:19:24
2018-10-01	44	15:24:20
2018-10-01	47	15:29:21
2018-10-01	52	15:34:27
2018-10-01	53	15:39:28
2018-10-01	54	15:44:30
2018-10-01	59	15:49:35
2018-10-01	65	15:54:36
2018-10-01	69	15:59:41
2018-10-01	75	16:04:44
2018-10-01	80	16:09:46
2018-10-01	87	16:14:49
2018-10-01	93	16:19:53
2018-10-01	97	16:24:56
2018-10-01	101	16:29:59
2018-10-01	109	16:34:01
2018-10-01	119	16:39:04
2018-10-01	133	16:44:07
2018-10-01	142	16:49:11
2018-10-01	157	16:54:14
2018-10-01	164	16:59:17
2018-10-01	172	17:04:19
2018-10-01	184	17:09:23
2018-10-01	202	17:14:25
2018-10-01	214	17:19:29
2018-10-01	222	17:24:33
2018-10-01	232	17:29:36
2018-10-01	238	17:34:38
2018-10-01	246	17:39:41
2018-10-01	253	17:44:48
2018-10-01	261	17:49:49
2018-10-01	274	17:54:53
2018-10-01	282	17:59:54
2018-10-01	293	18:04:57
2018-10-01	303	18:10:01
2018-10-01	310	18:14:03
2018-10-01	316	18:19:06
2018-10-01	320	18:24:11
2018-10-01	322	18:29:13
2018-10-01	327	18:34:17
2018-10-01	334	18:39:19
2018-10-01	338	18:44:22
2018-10-01	343	18:49:26
2018-10-01	348	18:54:30
2018-10-01	357	18:59:32
2018-10-01	370	19:04:40
2018-10-01	377	19:09:38
2018-10-01	384	19:14:41
2018-10-01	385	19:19:44
2018-10-01	386	19:24:49
2018-10-01	391	19:29:58
2018-10-01	389	19:34:55
2018-10-01	390	19:39:57
2018-10-01	390	19:45:00
2018-10-01	389	19:49:04
2018-10-01	392	19:54:08
2018-10-01	387	19:59:08
2018-10-01	385	20:04:11
2018-10-01	384	20:09:19
2018-10-01	385	20:14:21
2018-10-01	387	20:19:29
2018-10-01	388	20:24:25
2018-10-01	391	20:29:45
2018-10-01	392	20:34:30
2018-10-01	392	20:39:34
2018-10-01	396	20:44:37
2018-10-01	404	20:49:40
2018-10-01	404	20:54:43
2018-10-08	407	07:59:39
2018-10-08	398	08:04:46
2018-10-08	389	08:09:45
2018-10-08	385	08:14:46
2018-10-08	380	08:19:48
2018-10-08	373	08:24:58
2018-10-08	359	08:29:56
2018-10-08	349	08:34:59
2018-10-08	343	08:39:01
2018-10-08	325	08:44:05
2018-10-08	313	08:49:06
2018-10-08	305	08:54:15
2018-10-08	295	08:59:12
2018-10-08	274	09:04:17
2018-10-08	263	09:09:24
2018-10-08	252	09:14:24
2018-10-08	231	09:19:25
2018-10-08	217	09:24:29
2018-10-08	198	09:29:33
2018-10-08	191	09:34:35
2018-10-08	181	09:39:39
2018-10-08	167	09:44:49
2018-10-08	160	09:49:46
2018-10-08	149	09:54:49
2018-10-08	137	09:59:55
2018-10-08	131	10:03:55
2018-10-08	118	10:09:59
2018-10-08	109	10:15:00
2018-10-08	100	10:19:11
2018-10-08	86	10:24:08
2018-10-08	73	10:29:10
2018-10-08	61	10:34:12
2018-10-08	58	10:39:22
2018-10-08	49	10:44:20
2018-10-08	45	10:49:22
2018-10-08	39	10:54:36
2018-10-08	36	10:59:37
2018-10-08	30	11:04:33
2018-10-08	30	11:09:35
2018-10-08	27	11:14:40
2018-10-08	23	11:19:42
